,uid,years,minutes,sqrm,distance,renovate,express,price,predict
1164,13114-1575,46,4,30,9.492733962,1,1,20000000,19259711.48502999
1165,13114-1576,19,2,20,9.492733962,0,1,20000000,23898929.550356273
1166,13114-1578,19,2,20,9.492733962,0,1,23000000,23898929.550356273
1167,13114-1581,13,5,50,9.492733962,0,1,43000000,48955967.77017908
1168,13114-1582,3,4,25,9.492733962,0,1,29000000,35086590.21340118
1169,13114-1583,3,5,25,9.492733962,0,1,28000000,34413446.32966539
1170,13114-1584,3,5,25,9.492733962,0,1,26000000,34413446.32966539
1171,13114-1589,13,5,45,9.492733962,0,1,46000000,44977969.68847481
1172,13114-1590,3,5,25,9.492733962,0,1,30000000,34413446.32966539
1173,13114-1591,19,2,20,9.492733962,0,1,23000000,23898929.550356273
1174,13114-1593,3,5,25,9.492733962,0,1,29000000,34413446.32966539
1175,13114-1594,3,6,25,9.492733962,0,1,29000000,33740302.445929594
1176,13114-1595,19,2,20,9.492733962,0,1,21000000,23898929.550356273
1177,13114-1596,24,3,65,9.492733962,0,1,54000000,56354033.91795506
1178,13114-1597,28,5,15,9.492733962,0,1,13000000,13088777.746237732
1179,13114-1599,28,5,15,9.492733962,1,1,16000000,16278017.49859516
1180,13114-1600,2,5,25,9.492733962,0,1,31000000,34948193.22646616
1181,13114-1601,19,4,50,9.492733962,0,1,41000000,46420630.273110285
1182,13114-1602,10,3,25,9.492733962,0,1,25000000,32016505.819531627
1183,13114-1603,19,4,50,9.492733962,0,1,40000000,46420630.273110285
1184,13114-1604,2,5,25,9.492733962,0,1,31000000,34948193.22646616
1185,13114-1605,9,4,30,9.492733962,0,1,27000000,35856106.91430087
1186,13114-1606,2,5,25,9.492733962,0,1,32000000,34948193.22646616
1187,13114-1607,2,5,25,9.492733962,0,1,32000000,34948193.22646616
1188,13114-1608,16,3,20,9.492733962,0,1,19000000,24830026.357022773
1189,13114-1611,33,7,15,9.492733962,0,1,7500000,9068755.49476232
1190,13114-1612,20,2,20,9.492733962,0,1,16000000,23364182.65355551
1191,13114-1613,9,4,20,9.492733962,0,1,24000000,27900110.75089233
1192,13114-1615,16,3,20,9.492733962,0,1,22000000,24830026.357022773
1193,13114-1617,20,2,20,9.492733962,0,1,16000000,23364182.65355551
1194,13114-1618,28,5,15,9.492733962,0,1,16000000,13088777.746237732
1195,13114-1619,14,6,20,9.492733962,0,1,20000000,23880088.499416914
1196,13114-1620,17,3,20,9.492733962,0,1,21000000,24295279.460222006
1197,13114-1621,30,3,40,9.492733962,1,1,28000000,36444801.880986564
1198,13114-1624,13,4,35,9.492733962,0,1,34000000,37695117.40880208
1199,13114-1625,17,3,20,9.492733962,0,1,21000000,24295279.460222006
1200,13114-1628,18,3,15,9.492733962,0,1,18000000,19782534.48171697
1201,13114-1629,33,7,15,9.492733962,0,1,7100000,9068755.49476232
1202,13114-1630,21,6,15,9.492733962,0,1,17000000,16158862.140107293
1203,13114-1632,18,3,15,9.492733962,0,1,18000000,19782534.48171697
1204,13114-1633,14,6,20,9.492733962,0,1,20000000,23880088.499416914
1205,13114-1634,18,3,15,9.492733962,0,1,18000000,19782534.48171697
1206,13114-1635,16,3,35,9.492733962,0,1,31000000,36764020.60213558
1207,13114-1636,14,5,40,9.492733962,0,1,34000000,40465224.70996978
1208,13114-1637,24,2,15,9.492733962,0,1,9000000,17247196.984648183
1209,13114-1639,20,2,25,9.492733962,0,1,19000000,27342180.735259775
1210,13114-1640,18,3,40,9.492733962,0,1,30000000,39672524.890238315
1211,13114-1641,31,6,10,9.492733962,1,1,7800000,10022634.8427528
1212,13114-1642,30,3,115,9.492733962,0,1,60000000,92925533.35419315
1213,13114-1647,14,6,20,9.492733962,0,1,21000000,23880088.499416914
1214,13114-1649,18,3,40,9.492733962,0,1,31000000,39672524.890238315
1215,13114-1650,20,2,25,9.492733962,0,1,15000000,27342180.735259775
1216,13114-1653,24,6,45,9.492733962,0,1,29000000,38422609.9399306
1217,13114-1654,27,6,15,9.492733962,0,1,13000000,12950380.759302702
1218,13114-1655,4,6,25,9.492733962,1,1,26000000,36394795.301486254
1219,13114-1656,22,4,35,9.492733962,0,1,18000000,32882395.33759519
1220,13114-1657,22,4,35,9.492733962,0,1,25000000,32882395.33759519
1221,13114-1658,30,4,15,9.492733962,0,1,15000000,12692427.836372
1222,13114-1659,21,5,60,9.492733962,0,1,43000000,52633988.7591815
1223,13114-1660,22,4,30,9.492733962,0,1,21000000,28904397.25589092
1224,13114-1661,31,4,15,9.492733962,0,1,14000000,12157680.939571235
1225,13114-1788,14,9,45,9.492733962,1,1,35000000,44939887.00908829
1226,13114-1789,18,10,65,9.492733962,0,1,43000000,54850508.11260908
1227,13114-1790,3,10,50,9.492733962,0,1,43000000,50937717.31950775
1228,13114-1791,14,9,45,9.492733962,0,1,30000000,41750647.25673087
1229,13114-1794,26,11,15,9.492733962,0,1,13000000,10119408.23742449
1230,13114-1795,14,9,55,9.492733962,0,1,38000000,49706643.4201394
1231,13114-1796,8,10,35,9.492733962,0,1,29000000,36329988.59039112
1232,13114-1799,14,9,35,9.492733962,0,1,25000000,33794651.09332233
1233,13114-1800,26,11,15,9.492733962,0,1,15000000,10119408.23742449
1234,13114-1801,45,11,30,9.492733962,0,1,19000000,11893211.44332276
1235,13114-1802,23,10,50,9.492733962,0,1,36000000,40242779.383492455
1236,13114-1803,17,10,40,9.492733962,0,1,32000000,35495264.600888506
1237,13114-1808,17,10,45,9.492733962,0,1,35000000,39473262.68259278
1238,13114-1809,8,10,20,9.492733962,0,1,23000000,24395994.34527832
1239,13114-1811,23,11,40,9.492733962,0,1,25000000,31613639.336348124
1240,13114-1812,35,13,10,9.492733962,0,1,5300000,-17599.682958256453
1241,13114-1813,23,11,55,9.492733962,0,1,31000000,43547633.58146092
1242,13114-1814,35,13,10,9.492733962,0,1,12000000,-17599.682958256453
1243,13114-1816,17,10,45,9.492733962,0,1,29000000,39473262.68259278
1244,13114-1817,22,14,20,9.492733962,0,1,14000000,14216962.25512443
1245,13114-1819,35,13,10,9.492733962,0,1,10000000,-17599.682958256453
1246,13114-1821,17,10,50,9.492733962,1,1,39000000,46640500.51665447
1247,13114-1823,8,10,20,9.492733962,0,1,25000000,24395994.34527832
1248,13114-1824,8,10,35,9.492733962,0,1,27000000,36329988.59039112
1249,13114-1826,17,10,70,9.492733962,0,1,52000000,59363253.09111412
1250,13114-1827,9,11,50,9.492733962,0,1,42000000,47056092.054967366
1251,13114-1828,23,10,55,9.492733962,1,1,43000000,47410017.21755415
1252,13114-1829,22,14,20,9.492733962,0,1,14000000,14216962.25512443
1253,13114-1830,23,10,55,9.492733962,1,1,45000000,47410017.21755415
1254,13114-1890,16,8,30,10.8508634,0,0,28000000,27925380.113323074
1255,13114-1891,15,11,20,10.8508634,0,0,23000000,18484699.195507914
1256,13114-1893,31,8,20,10.8508634,0,0,10000000,11948180.497903062
1257,13114-1896,8,14,20,10.8508634,0,0,21000000,20208495.82190588
1258,13114-1897,5,8,45,10.8508634,0,0,41000000,45741590.223244295
1259,13114-1899,8,14,50,10.8508634,0,0,44000000,44076484.312131494
1260,13114-1900,15,11,20,10.8508634,0,0,20000000,18484699.195507914
1261,13114-1901,20,8,50,10.8508634,0,0,38000000,41698384.85293709
1262,13114-1902,21,9,70,10.8508634,1,0,61000000,59591726.15157503
1263,13114-1908,15,13,35,10.8508634,0,0,29000000,29072405.673149128
1264,13114-1913,28,10,15,10.8508634,1,0,12000000,11417375.091486927
1265,13114-1915,4,12,65,10.8508634,0,0,53000000,59495753.911918946
1266,13114-1927,13,12,20,10.8508634,0,0,21000000,18881049.105373647
1267,13114-1928,13,12,20,10.8508634,0,0,17000000,18881049.105373647
1268,13114-1935,24,12,50,10.8508634,0,0,28000000,36866821.730790846
1269,13114-1936,13,12,20,10.8508634,0,0,17000000,18881049.105373647
1270,13114-1941,15,11,20,10.8508634,0,0,19000000,18484699.195507914
1271,13114-1942,20,8,60,10.8508634,0,0,52000000,49654381.01634562
1272,13114-1948,16,10,20,10.8508634,0,0,20000000,18623096.182442944
1273,13114-1949,13,12,20,10.8508634,0,0,19000000,18881049.105373647
1274,13114-1957,16,8,20,10.8508634,0,0,21000000,19969383.949914537
1275,13114-1958,3,10,25,10.8508634,0,0,31000000,29552803.922557157
1276,13114-1959,3,10,25,10.8508634,0,0,28000000,29552803.922557157
1277,13114-1964,16,8,20,10.8508634,0,0,18000000,19969383.949914537
1278,13114-1965,15,13,35,10.8508634,1,0,29000000,32261645.425506555
1279,13114-2018,17,9,30,9.492733962,0,1,34000000,28212412.32121577
1280,13114-2019,17,9,35,9.492733962,0,1,29000000,32190410.402920038
1281,13114-2024,13,5,20,9.492733962,0,1,23000000,25087979.279953472
1282,13114-2030,10,4,20,9.492733962,0,1,22000000,27365363.854091562
1283,13114-2031,10,4,35,9.492733962,0,1,31000000,39299358.09920437
1284,13114-2032,21,5,70,9.492733962,0,1,44000000,60589984.92259004
1285,13114-2033,6,5,20,9.492733962,0,1,25000000,28831207.557558827
1286,13114-2039,10,4,20,9.492733962,0,1,22000000,27365363.854091562
1287,13114-2041,34,3,20,9.492733962,0,1,13000000,15204582.214609006
1288,13114-2043,14,5,55,9.492733962,0,1,41000000,52399218.95508258
1289,13114-2044,39,4,55,9.492733962,1,1,33000000,42892930.17115669
1290,13114-2045,13,5,20,9.492733962,0,1,16000000,25087979.279953472
1291,13114-2048,13,5,20,9.492733962,0,1,25000000,25087979.279953472
1292,13114-2049,17,3,30,9.492733962,0,1,29000000,32251275.623630546
1293,13114-2050,21,5,15,9.492733962,0,1,18000000,16832006.023843087
1294,13114-2051,17,3,40,9.492733962,0,1,29000000,40207271.78703908
1295,13114-2052,10,4,35,9.492733962,0,1,27000000,39299358.09920437
1296,13114-2055,39,4,55,9.492733962,1,1,36000000,42892930.17115669
1297,13114-2056,6,8,55,9.492733962,0,1,40000000,54657762.47828132
1298,13114-2057,13,5,20,9.492733962,1,1,31000000,28277219.032310903
1299,13114-2060,33,2,30,9.492733962,1,1,13000000,27557708.910911527
1300,13114-2061,17,3,20,9.492733962,0,1,18000000,24295279.460222006
1301,13114-2062,2,5,25,9.492733962,0,1,32000000,34948193.22646616
1302,13114-2063,2,5,35,9.492733962,0,1,44000000,42904189.38987469
1303,13114-2066,6,5,35,9.492733962,0,1,31000000,40765201.80267163
1304,13114-2067,17,7,35,9.492733962,0,1,27000000,33536698.170391627
1305,13114-2068,34,8,10,9.492733962,1,1,13000000,7072106.384878915
1306,13114-2069,6,8,55,9.492733962,0,1,43000000,54657762.47828132
1307,13114-2070,14,6,20,9.492733962,0,1,17000000,23880088.499416914
1308,13114-2079,39,4,70,9.492733962,1,1,50000000,54826924.416269496
1309,13114-2080,13,4,55,9.492733962,0,1,46000000,53607109.73561914
1310,13114-2081,6,8,70,9.492733962,0,1,45000000,66591756.72339412
1311,13114-2082,14,6,20,9.492733962,0,1,18000000,23880088.499416914
1312,13114-2083,39,4,55,9.492733962,0,1,28000000,39703690.41879926
1313,13114-2084,13,5,55,9.492733962,0,1,52000000,52933965.85188335
1314,13114-2085,12,9,60,9.492733962,0,1,52000000,54754135.2954452
1315,13114-2092,18,1,55,9.492733962,0,1,47000000,52952806.9028227
1316,13114-2093,13,4,55,9.492733962,0,1,47000000,53607109.73561914
1317,13114-2096,6,5,15,9.492733962,0,1,21000000,24853209.47585456
1318,13114-2097,12,9,65,9.492733962,0,1,58000000,58732133.37714947
1319,13114-2098,33,2,30,9.492733962,0,1,12000000,24368469.1585541
1320,13114-2099,22,4,15,9.492733962,0,1,18000000,16970403.010778118
1321,13114-2100,13,4,75,9.492733962,0,1,61000000,69519102.06243622
1322,13114-2104,6,5,35,9.492733962,0,1,35000000,40765201.80267163
1323,13114-2105,13,5,20,9.492733962,1,1,18000000,28277219.032310903
1324,13114-2107,28,5,15,9.492733962,0,1,15000000,13088777.746237732
1325,13114-2108,4,7,65,9.492733962,0,1,65000000,64356396.31902718
1326,13114-2110,15,5,35,9.492733962,1,1,31000000,39141719.483822174
1327,13114-2113,2,6,25,9.492733962,0,1,29000000,34275049.34273036
1328,13114-2114,13,7,20,9.492733962,0,1,21000000,23741691.512481883
1329,13114-2115,4,7,65,9.492733962,0,1,63000000,64356396.31902718
1330,13114-2116,4,5,65,9.492733962,0,1,58000000,65702684.08649877
1331,13114-2117,29,6,95,9.492733962,0,1,67000000,75528856.27296945
1332,13114-2120,2,6,25,9.492733962,0,1,35000000,34275049.34273036
1333,13114-2121,37,3,15,9.492733962,0,1,11000000,9622343.442502443
1334,13114-2122,37,3,40,9.492733962,1,1,23000000,32701573.60338121
1335,13114-2123,2,6,25,9.492733962,0,1,32000000,34275049.34273036
1336,13114-2124,2,6,25,9.492733962,0,1,34000000,34275049.34273036
1337,13114-2126,2,6,25,9.492733962,0,1,32000000,34275049.34273036
1338,13114-2127,22,8,40,9.492733962,1,1,31000000,37357057.636713706
1339,13114-2128,2,6,25,9.492733962,0,1,33000000,34275049.34273036
1340,13114-2129,2,6,25,9.492733962,0,1,32000000,34275049.34273036
1341,13114-2130,4,5,65,9.492733962,1,1,60000000,68891923.83885619
1342,13114-2134,37,3,15,9.492733962,0,1,14000000,9622343.442502443
1343,13114-2135,31,5,90,9.492733962,1,1,58000000,74343748.03375688
1344,13114-2136,2,6,25,9.492733962,0,1,33000000,34275049.34273036
1345,13114-2137,2,6,25,9.492733962,0,1,33000000,34275049.34273036
1346,13114-2138,2,6,25,9.492733962,0,1,33000000,34275049.34273036
1347,13114-2139,2,6,25,9.492733962,0,1,28000000,34275049.34273036
1348,13114-2140,2,6,25,9.492733962,0,1,28000000,34275049.34273036
1349,13114-2141,22,4,15,9.492733962,1,1,18000000,20159642.763135545
1350,13114-2143,37,3,30,9.492733962,1,1,18000000,24745577.439972673
1351,13114-2144,13,7,20,9.492733962,0,1,19000000,23741691.512481883
1352,13114-2147,13,7,20,9.492733962,1,1,20000000,26930931.26483931
1353,13114-2149,4,5,65,9.492733962,0,1,63000000,65702684.08649877
1354,13114-2150,37,3,15,9.492733962,0,1,12000000,9622343.442502443
1355,13114-2151,31,5,110,9.492733962,1,1,60000000,90255740.36057395
1356,13114-2153,37,3,30,9.492733962,0,1,12000000,21556337.687615246
1357,13114-2154,13,7,20,9.492733962,0,1,18000000,23741691.512481883
1358,13114-2155,13,7,35,9.492733962,0,1,24000000,35675685.75759469
1359,13114-2158,28,5,40,9.492733962,1,1,28000000,36168007.9071165
1360,13114-2159,29,6,110,9.492733962,1,1,85000000,90652090.27043968
1361,13115-11,12,8,40,12.12192561,1,0,37000000,40324833.81488153
1362,13115-12,28,14,50,12.12192561,1,0,45000000,35686016.327063054
1363,13115-20,26,14,60,12.12192561,0,0,53000000,41522266.5317157
1364,13115-21,29,7,15,12.12192561,0,0,12000000,8828050.292125562
1365,13115-22,16,12,60,12.12192561,1,0,55000000,51405263.019552365
1366,13115-35,12,8,60,12.12192561,1,0,60000000,56236826.14169861
1367,13115-47,2,6,80,12.12192561,1,0,68000000,78842575.20399493
1368,13115-48,28,13,20,12.12192561,0,0,11000000,9301931.96821582
1369,13115-49,21,10,20,12.12192561,0,0,21000000,15064591.897028562
1370,13115-50,16,5,35,12.12192561,0,0,33000000,33038040.044824168
1371,13115-51,25,7,55,12.12192561,0,0,37000000,42791022.53296277
1372,13115-52,2,6,60,12.12192561,1,0,48000000,62930582.87717786
1373,13115-53,26,9,20,12.12192561,0,0,16000000,13064001.29676053
1374,13115-54,12,7,35,12.12192561,0,0,25000000,33830739.864555635
1375,13115-65,28,5,15,12.12192561,1,0,11000000,13898324.708755342
1376,13115-66,2,3,25,12.12192561,0,0,36000000,33914788.20409793
1377,13115-67,35,9,25,12.12192561,1,0,23000000,15418517.059615342
1378,13115-68,28,15,20,12.12192561,0,0,11000000,7955644.200744227
1379,13115-69,28,5,15,12.12192561,1,0,11000000,13898324.708755342
1380,13115-70,24,10,15,12.12192561,0,0,12000000,9482353.124921998
1381,13115-76,28,13,15,12.12192561,0,0,8500000,5323933.886511553
1382,13115-77,12,8,60,12.12192561,0,0,48000000,53047586.389341176
1383,13115-87,13,15,20,12.12192561,1,0,19000000,19166087.405113127
1384,13115-88,23,11,45,12.12192561,0,0,35000000,33211944.62821257
1385,13115-90,17,3,30,12.12192561,0,0,25000000,29871582.833790727
1386,13115-98,23,10,65,12.12192561,0,0,54000000,49797080.83876544
1387,13115-99,21,9,20,12.12192561,1,0,23000000,18926975.533121783
1388,13115-114,26,14,50,12.12192561,0,0,29000000,33566270.36830716
1389,13115-115,25,10,45,12.12192561,1,0,40000000,36004834.47070427
1390,13115-116,20,7,70,12.12192561,0,0,52000000,57398751.26207939
1391,13115-123,35,10,10,12.12192561,0,0,7000000,-377860.82159068435
1392,13115-124,12,6,40,12.12192561,1,0,39000000,41671121.58235313
1393,13115-133,48,14,45,12.12192561,1,0,26000000,21013080.309343494
1394,13115-134,16,12,55,12.12192561,0,0,44000000,44238025.18549067
1395,13115-135,16,5,35,12.12192561,1,0,30000000,36227279.79718159
1396,13115-144,21,9,20,12.12192561,0,0,13000000,15737735.780764356
1397,13115-145,21,9,15,12.12192561,0,0,13000000,11759737.699060088
1398,13115-146,21,9,20,12.12192561,0,0,13000000,15737735.780764356
1399,13115-147,28,14,20,12.12192561,0,0,9800000,8628788.084480021
1400,13115-148,28,14,20,10.8508634,1,0,11000000,12702797.63824801
1401,13115-149,28,14,20,10.8508634,0,0,10000000,9513557.885890583
1402,13115-150,28,14,20,10.8508634,0,0,9200000,9513557.885890583
1403,13115-164,14,4,35,12.12192561,0,0,34000000,34780677.72216149
1404,13115-165,35,3,15,12.12192561,0,0,7100000,8312144.446264155
1405,13115-171,20,4,65,12.12192561,1,0,69000000,58629424.58393994
1406,13115-174,8,2,65,12.12192561,0,0,80000000,63203435.36066329
1407,13115-176,10,2,40,12.12192561,1,0,50000000,45433190.910897836
1408,13115-183,35,4,15,12.12192561,1,0,8300000,10828240.314885788
1409,13115-184,11,8,50,12.12192561,1,0,40000000,48815576.87509084
1410,13115-185,3,12,25,12.12192561,0,0,31000000,27321746.353675004
1411,13115-186,20,3,65,12.12192561,0,0,43000000,56113328.71531831
1412,13115-187,45,10,45,12.12192561,0,0,24000000,22120656.782331545
1413,13115-190,20,3,35,12.12192561,1,0,42000000,35434579.977450125
1414,13115-191,14,4,35,12.12192561,0,0,28000000,34780677.72216149
1415,13115-195,35,3,15,12.12192561,1,0,74000000,11501384.198621582
1416,13115-196,8,1,70,12.12192561,0,0,87000000,67854577.32610336
1417,13115-202,34,4,15,12.12192561,0,0,11000000,8173747.459329128
1418,13115-203,28,8,15,12.12192561,1,0,15000000,11878893.057547957
1419,13115-206,3,3,25,12.12192561,0,0,27000000,33380041.307297163
1420,13115-207,27,5,15,12.12192561,0,0,10000000,11243831.85319868
1421,13115-208,8,1,75,12.12192561,0,0,95000000,71832575.40780762
1422,13115-213,27,6,15,12.12192561,0,0,7300000,10570687.969462885
1423,13115-215,49,7,40,13.47331293,1,1,30000000,20821206.28264095
1424,13115-216,49,7,40,13.47331293,1,1,26000000,20821206.28264095
1425,13115-228,3,11,25,12.12192561,0,0,25000000,27994890.2374108
1426,13115-229,35,5,10,12.12192561,1,0,8900000,6177098.349445719
1427,13115-230,31,6,15,12.12192561,0,0,9700000,8431700.382259827
1428,13115-231,18,4,30,12.12192561,0,0,26000000,28663692.053254165
1429,13115-232,16,2,80,12.12192561,0,0,58000000,70859454.43136996
1430,13115-237,16,2,20,12.12192561,0,0,19000000,23123477.450918753
1431,13115-238,19,4,15,12.12192561,0,0,22000000,16194950.911340594
1432,13115-242,16,2,85,12.12192561,0,0,84000000,74837452.51307425
1433,13115-243,13,9,20,12.12192561,0,0,18000000,20015710.955170475
1434,13115-244,3,10,40,12.12192561,0,0,37000000,40602028.366259396
1435,13115-245,19,2,55,12.12192561,0,0,38000000,49365223.33244634
1436,13115-246,3,6,40,12.12192561,0,0,41000000,43294603.90120258
1437,13115-247,16,2,115,12.12192561,0,0,120000000,98705441.00329986
1438,13115-249,16,2,85,12.12192561,0,0,88000000,74837452.51307425
1439,13115-250,13,9,15,12.12192561,1,0,16000000,19226952.625823632
1440,13115-252,45,9,35,12.12192561,0,0,15000000,14837804.502658805
1441,13115-253,3,8,40,12.12192561,0,0,37000000,41948316.13373099
1442,13115-254,3,8,25,12.12192561,0,0,31000000,30014321.888618186
1443,13115-255,3,9,25,12.12192561,0,0,30000000,29341178.00488239
1444,13115-257,3,6,25,12.12192561,1,0,24000000,34549849.408447206
1445,13115-258,28,5,15,12.12192561,0,0,11000000,10709084.956397915
1446,13115-261,16,2,30,12.12192561,0,0,23000000,31079473.61432729
1447,13115-262,19,4,15,12.12192561,0,0,16000000,16194950.911340594
1448,13115-263,19,4,20,12.12192561,0,0,16000000,20172948.99304486
1449,13115-264,3,6,25,12.12192561,0,0,32000000,31360609.656089775
1450,13115-265,3,6,25,12.12192561,0,0,30000000,31360609.656089775
1451,13115-269,22,3,45,12.12192561,1,0,43000000,42321082.34725714
1452,13115-271,22,3,45,12.12192561,0,0,34000000,39131842.59489971
